file,sub,machine_correct,machine_attempted,machine_ins,enum_correct,enum_attempted,child_words,grade,conf
AA_aaf90938-fddb-4c4,letterid_urd,11,78,20,82.0,83.0,98,5.0,1.0
AA_aaf90938-fddb-4c4,idwrd_urd,29,50,32,50.0,50.0,82,5.0,1.0
AA_aaf90938-fddb-4c4,orf_urd,15,60,1,60.0,60.0,24,5.0,1.0
AA_aaf90938-fddb-4c4,letterid_eng,62,97,7,99.0,100.0,92,5.0,1.0
AA_aaf90938-fddb-4c4,pw_eng,5,30,54,47.0,50.0,84,5.0,1.0
AA_aaf90938-fddb-4c4,idwrd_eng,38,49,1,49.0,50.0,48,5.0,1.0
AA_aaf90938-fddb-4c4,orf_eng,52,59,2,60.0,60.0,60,5.0,1.0
AA_27e407f8-7dc7-428,letterid_urd,2,78,38,76.0,89.0,116,4.0,1.0
AA_27e407f8-7dc7-428,idwrd_urd,28,50,3,48.0,50.0,50,4.0,1.0
AA_27e407f8-7dc7-428,orf_urd,30,60,3,60.0,60.0,58,4.0,1.0
AA_27e407f8-7dc7-428,letterid_eng,27,97,31,100.0,100.0,128,4.0,0.9
AA_27e407f8-7dc7-428,idwrd_eng,8,49,6,49.0,50.0,51,4.0,0.6
AA_bce900f1-0156-4e0,letterid_urd,2,78,0,93.0,93.0,20,4.0,0.8
AA_bce900f1-0156-4e0,idwrd_urd,1,50,54,16.0,27.0,104,4.0,0.6
AA_bce900f1-0156-4e0,orf_urd,1,60,54,6.0,18.0,114,4.0,0.6
AA_bce900f1-0156-4e0,letterid_eng,18,97,18,52.0,53.0,114,4.0,0.8
AA_62299df1-9cd3-496,letterid_urd,9,78,2,34.0,37.0,42,1.0,1.0
AA_62299df1-9cd3-496,idwrd_urd,0,50,0,1.0,6.0,36,1.0,1.0
AA_62299df1-9cd3-496,orf_urd,0,60,0,1.0,7.0,27,1.0,1.0
AA_62299df1-9cd3-496,letterid_eng,41,97,4,63.0,64.0,68,1.0,1.0
AA_62299df1-9cd3-496,pw_eng,1,30,24,5.0,9.0,54,1.0,1.0
AA_62299df1-9cd3-496,idwrd_eng,0,49,107,1.0,6.0,156,1.0,1.0
AA_62299df1-9cd3-496,orf_eng,2,59,0,1.0,7.0,44,1.0,1.0
AA_268319c5-6f94-4a8,orf_urd,16,33,9,30.0,33.0,41,3.0,1.0
AA_268319c5-6f94-4a8,letterid_eng,60,97,76,76.0,77.0,173,3.0,1.0
AA_268319c5-6f94-4a8,pw_eng,0,30,0,0.0,5.0,15,3.0,1.0
AA_268319c5-6f94-4a8,idwrd_eng,6,49,1,35.0,39.0,38,3.0,1.0
AA_268319c5-6f94-4a8,orf_eng,5,59,0,0.0,5.0,12,3.0,1.0
AA_94917b5c-07a6-4c5,letterid_urd,8,78,0,29.0,29.0,42,4.0,0.95
AA_94917b5c-07a6-4c5,idwrd_urd,0,50,0,3.0,12.0,37,4.0,0.95
AA_94917b5c-07a6-4c5,orf_urd,0,60,0,5.0,11.0,56,4.0,0.95
AA_94917b5c-07a6-4c5,letterid_eng,44,97,3,46.0,46.0,50,4.0,0.95
AA_94917b5c-07a6-4c5,pw_eng,5,30,0,0.0,5.0,7,4.0,0.95
AA_94917b5c-07a6-4c5,idwrd_eng,0,49,0,6.0,8.0,38,4.0,0.95
AA_94917b5c-07a6-4c5,orf_eng,2,59,29,6.0,11.0,88,4.0,0.95
AA_a81b627e-e833-453,letterid_urd,6,78,0,58.0,62.0,66,5.0,1.0
AA_a81b627e-e833-453,idwrd_urd,44,50,1,50.0,50.0,51,5.0,1.0
AA_a81b627e-e833-453,orf_urd,39,60,0,60.0,60.0,60,5.0,0.9
AA_a81b627e-e833-453,letterid_eng,71,97,10,96.0,96.0,103,5.0,1.0
AA_a81b627e-e833-453,idwrd_eng,2,49,0,47.0,50.0,38,5.0,1.0
AA_a81b627e-e833-453,orf_eng,50,59,3,50.0,60.0,58,5.0,1.0
AA_a37dfa4b-5be9-4b9,letterid_urd,13,78,38,89.0,90.0,115,2.0,1.0
AA_a37dfa4b-5be9-4b9,idwrd_urd,40,50,13,49.0,50.0,63,2.0,1.0
AA_a37dfa4b-5be9-4b9,orf_urd,42,60,0,59.0,60.0,59,2.0,1.0
AA_a37dfa4b-5be9-4b9,letterid_eng,61,97,14,100.0,100.0,109,2.0,1.0
AA_a37dfa4b-5be9-4b9,pw_eng,0,30,299,0.0,5.0,329,2.0,0.8
AA_87731df7-f734-4ff,letterid_urd,8,78,1,16.0,28.0,32,2.0,1.0
AA_87731df7-f734-4ff,idwrd_urd,1,50,0,0.0,5.0,6,2.0,1.0
AA_87731df7-f734-4ff,letterid_eng,33,97,1,23.0,33.0,49,2.0,1.0
AA_87731df7-f734-4ff,pw_eng,4,30,0,0.0,5.0,8,2.0,0.9
AA_87731df7-f734-4ff,idwrd_eng,0,49,0,0.0,5.0,7,2.0,1.0
AA_87731df7-f734-4ff,orf_eng,4,59,0,1.0,6.0,12,2.0,0.8
AA_e754feee-6c35-40c,letterid_urd,1,78,5,41.0,41.0,83,3.0,1.0
AA_e754feee-6c35-40c,idwrd_urd,1,50,0,0.0,5.0,8,3.0,1.0
AA_e754feee-6c35-40c,orf_urd,0,60,0,0.0,5.0,25,3.0,1.0
AA_e754feee-6c35-40c,letterid_eng,59,97,127,70.0,73.0,223,3.0,0.9
AA_e754feee-6c35-40c,pw_eng,5,30,80,7.0,15.0,110,3.0,0.7
AA_e754feee-6c35-40c,idwrd_eng,4,49,21,7.0,17.0,70,3.0,0.9
AA_e754feee-6c35-40c,orf_eng,6,59,0,16.0,22.0,26,3.0,1.0
AA_955704af-dbd7-423,letterid_urd,4,78,0,30.0,41.0,58,2.0,1.0
AA_955704af-dbd7-423,idwrd_urd,0,50,0,0.0,5.0,47,2.0,0.8
AA_955704af-dbd7-423,letterid_eng,42,97,4,53.0,53.0,59,2.0,1.0
AA_955704af-dbd7-423,pw_eng,4,30,0,0.0,5.0,22,2.0,0.7
AA_955704af-dbd7-423,idwrd_eng,0,49,0,0.0,5.0,33,2.0,0.9
AA_955704af-dbd7-423,orf_eng,2,59,0,0.0,5.0,26,2.0,0.9
AA_93ae4640-bf92-45b,letterid_urd,28,67,26,66.0,70.0,90,4.0,1.0
AA_93ae4640-bf92-45b,idwrd_urd,43,50,5,50.0,50.0,55,4.0,1.0
AA_93ae4640-bf92-45b,orf_urd,28,60,3,60.0,60.0,46,4.0,1.0
AA_93ae4640-bf92-45b,letterid_eng,41,97,123,99.0,100.0,219,4.0,1.0
AA_93ae4640-bf92-45b,pw_eng,0,30,0,0.0,5.0,8,4.0,1.0
AA_93ae4640-bf92-45b,idwrd_eng,24,49,51,47.0,50.0,99,4.0,1.0
AA_93ae4640-bf92-45b,orf_eng,17,59,4,57.0,60.0,43,4.0,1.0
AA_e0a22a65-fe8a-416,letterid_urd,7,78,0,48.0,48.0,44,1.0,0.9
AA_e0a22a65-fe8a-416,letterid_eng,24,97,0,41.0,41.0,49,1.0,0.9
AA_e0a22a65-fe8a-416,pw_eng,5,30,78,0.0,5.0,108,1.0,0.85
AA_05ebc0d7-bc26-4ab,letterid_urd,4,78,0,42.0,44.0,55,2.0,0.9
AA_05ebc0d7-bc26-4ab,idwrd_urd,5,50,1,14.0,16.0,25,2.0,0.8
AA_05ebc0d7-bc26-4ab,orf_urd,2,60,0,20.0,29.0,32,2.0,0.9
AA_05ebc0d7-bc26-4ab,letterid_eng,48,92,1,75.0,76.0,62,2.0,1.0
AA_05ebc0d7-bc26-4ab,pw_eng,0,30,0,0.0,5.0,9,2.0,0.9
AA_05ebc0d7-bc26-4ab,idwrd_eng,0,49,61,0.0,5.0,110,2.0,0.8
AA_dff96b36-bded-45d,letterid_urd,7,78,0,44.0,47.0,59,2.0,1.0
AA_dff96b36-bded-45d,idwrd_urd,14,50,2,18.0,22.0,36,2.0,1.0
AA_dff96b36-bded-45d,orf_urd,22,60,0,36.0,43.0,39,2.0,1.0
AA_dff96b36-bded-45d,letterid_eng,75,97,15,76.0,79.0,98,2.0,1.0
AA_dff96b36-bded-45d,pw_eng,2,30,0,0.0,5.0,15,2.0,1.0
AA_dff96b36-bded-45d,idwrd_eng,13,24,2,16.0,23.0,24,2.0,1.0
AA_dff96b36-bded-45d,orf_eng,5,59,0,15.0,22.0,31,2.0,1.0
AA_810c50e0-1c11-44b,idwrd_urd,30,50,21,44.0,47.0,67,3.0,1.0
AA_810c50e0-1c11-44b,orf_urd,34,60,2,60.0,60.0,62,3.0,1.0
AA_810c50e0-1c11-44b,pw_eng,4,30,2,25.0,29.0,30,3.0,0.7
AA_8e29defb-2c2e-496,letterid_urd,4,78,29,94.0,100.0,107,4.0,0.9
AA_8e29defb-2c2e-496,idwrd_urd,12,50,61,28.0,32.0,111,4.0,0.8
AA_8e29defb-2c2e-496,orf_urd,12,60,60,40.0,52.0,119,4.0,0.8
AA_8e29defb-2c2e-496,letterid_eng,55,97,57,98.0,100.0,153,4.0,1.0
AA_8e29defb-2c2e-496,idwrd_eng,5,6,0,9.0,26.0,5,4.0,0.8
AA_0ce9865d-2257-4d8,letterid_urd,1,78,0,15.0,20.0,3,1.0,0.7
AA_0ce9865d-2257-4d8,idwrd_urd,2,50,30,1.0,6.0,80,1.0,0.6
AA_0ce9865d-2257-4d8,letterid_eng,11,88,0,0.0,10.0,13,1.0,0.9
AA_0ce9865d-2257-4d8,pw_eng,0,30,0,0.0,5.0,8,1.0,0.8
AA_0ce9865d-2257-4d8,idwrd_eng,2,49,0,0.0,5.0,7,1.0,0.8
AA_fb785d2a-c665-4f3,letterid_urd,8,78,46,86.0,87.0,124,4.0,1.0
AA_fb785d2a-c665-4f3,idwrd_urd,31,50,26,44.0,50.0,72,4.0,1.0
AA_fb785d2a-c665-4f3,orf_urd,38,60,9,60.0,60.0,68,4.0,1.0
AA_fb785d2a-c665-4f3,letterid_eng,19,97,61,100.0,100.0,158,4.0,1.0
AA_fb785d2a-c665-4f3,pw_eng,0,30,0,0.0,5.0,8,4.0,0.8
AA_fb785d2a-c665-4f3,idwrd_eng,3,49,145,46.0,50.0,194,4.0,1.0
AA_fb785d2a-c665-4f3,orf_eng,2,59,3,53.0,60.0,62,4.0,1.0
AA_89cb8f1a-69e3-424,letterid_urd,2,78,0,21.0,29.0,61,3.0,0.9
AA_89cb8f1a-69e3-424,idwrd_urd,0,50,22,0.0,5.0,72,3.0,0.9
AA_89cb8f1a-69e3-424,letterid_eng,13,69,0,49.0,52.0,13,3.0,0.7
AA_89cb8f1a-69e3-424,pw_eng,0,30,0,0.0,5.0,15,3.0,0.9
AA_89cb8f1a-69e3-424,idwrd_eng,0,49,0,0.0,5.0,26,3.0,0.9
